"LOCATION","Country","SEX","Sex","AGE","Age","VAR","Variant","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND","India","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,103402.7,,
"IND","India","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,102830.3,,
"IND","India","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,102242.7,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,10427.55,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,10365.58,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,10303.67,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,10241.43,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,10180.91,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,10122.42,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,10066.69,,
"IDN","Indonesia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,10014.5,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,10005.67,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,9943.514,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,9880.893,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,9820.848,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,9761.517,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,9703.378,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,9647.273,,
"IDN","Indonesia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,9594.004,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,20433.27,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,20309.13,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,20184.56,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,20062.32,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,19942.48,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,19825.85,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,19714,,
"IDN","Indonesia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,19608.51,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,48.036,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,48.54,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,48.969,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,49.291,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,49.51,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,49.634,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,49.668,,
"LVA","Latvia","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,49.608,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,45.681,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,46.15,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,46.545,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,46.868,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,47.082,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,47.196,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,47.218,,
"LVA","Latvia","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,47.149,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,93.719,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,94.69,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,95.514,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,96.161,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,96.595,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,96.831,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,96.887,,
"LVA","Latvia","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,96.757,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2344.481,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2331.069,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2316.564,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2302.806,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2288.095,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,2272.664,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,2256.809,,
"ZAF","South Africa","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,2240.816,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2280.67,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2266.899,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2252.253,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2238.384,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2223.648,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,2208.292,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,2192.581,,
"ZAF","South Africa","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,2176.727,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,4625.146,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,4597.965,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,4568.817,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,4541.192,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,4511.743,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,4480.955,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,4449.391,,
"ZAF","South Africa","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,4417.543,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,346466,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,346929.2,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,347274.4,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,347647.3,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,347924.5,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,348106.9,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,348192.9,,
"WLD","World","MA","Males","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,348168,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,329192.6,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,329728.4,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,330121.9,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,330615.5,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,330971.4,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,331202.4,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,331318.9,,
"WLD","World","FE","Females","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,331315.3,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,675660.3,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,676658.7,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,677396.3,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,678264.1,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,678897.7,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,679311.1,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,679513,,
"WLD","World","TT","All persons","D199L510","Population (hist&proj)  10-14","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,679483.3,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,1351.6,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,1363.6,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,1376.9,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,1391.2,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,1406.1,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,1421.4,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,1436.7,,
"CAN","Canada","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,1451.9,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,1280.1,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,1291.6,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,1304.2,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,1317.7,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,1331.9,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,1346.3,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,1360.9,,
"CAN","Canada","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,1375.2,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2631.7,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2655.2,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2681.1,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2708.9,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2738,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,2767.7,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,2797.6,,
"CAN","Canada","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,2827.1,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,216.6135,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,219.2765,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,221.757,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,223.804,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,225.2355,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,225.9565,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,225.956,,
"CZE","Czech Republic","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,225.2915,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,204.05,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,206.557,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,208.8905,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,210.8185,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,212.167,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,212.8445,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,212.8435,,
"CZE","Czech Republic","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,212.216,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,420.6635,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,425.8335,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,430.6475,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,434.6225,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,437.4025,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,438.801,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,438.7995,,
"CZE","Czech Republic","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,437.5075,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2104.01,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2109.649,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2114.689,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2118.992,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2122.489,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,2125.175,,
"FRA","France","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,2127.097,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2001.404,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2006.743,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2011.514,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2015.58,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2018.877,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,2021.403,,
"FRA","France","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,2023.204,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,4105.414,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,4116.392,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,4126.202,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,4134.572,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,4141.366,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,4146.577,,
"FRA","France","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,4150.301,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,1523,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,1508.5,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,1496,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,1485.5,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,1477.5,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,1471,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,1466,,
"DEU","Germany","MA","Males","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,1463,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,1444.5,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,1430.5,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,1419,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,1409.5,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,1401.5,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2058","2058","PER","Persons","3","Thousands",,,1395.5,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2059","2059","PER","Persons","3","Thousands",,,1391,,
"DEU","Germany","FE","Females","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2060","2060","PER","Persons","3","Thousands",,,1387.5,,
"DEU","Germany","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2053","2053","PER","Persons","3","Thousands",,,2968,,
"DEU","Germany","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2054","2054","PER","Persons","3","Thousands",,,2939.5,,
"DEU","Germany","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2055","2055","PER","Persons","3","Thousands",,,2915,,
"DEU","Germany","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2056","2056","PER","Persons","3","Thousands",,,2895,,
"DEU","Germany","TT","All persons","D199L515","Population (hist&proj)  15-19","VAR1","Baseline","2057","2057","PER","Persons","3","Thousands",,,2879,,
